Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
2752	21/02/2018	12:10:10	 5.187	225.699	 0.036	 8.454	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.115	 8.189	  0.06	  0.01	50.1356008323492	63.0024014299852	 22.35	 22.37	 25.32	 24.52	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2753	21/02/2018	12:10:11	 5.187	225.700	 0.037	 8.452	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.115	 8.188	  0.06	  0.01	50.1302233733586	62.9956438998925	 22.35	 22.37	 25.33	 24.52	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2754	21/02/2018	12:10:13	 5.187	225.701	 0.036	 8.452	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.114	 8.188	  0.06	  0.01	50.1302233733586	62.9956438998925	 22.35	 22.37	 25.34	 24.51	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2755	21/02/2018	12:10:14	 5.186	225.702	 0.036	 8.451	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.114	 8.187	  0.06	  0.01	50.1228616628214	62.986392879975	 22.35	 22.37	 25.34	 24.48	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2756	21/02/2018	12:10:16	 5.186	225.703	 0.034	 8.451	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.114	 8.186	  0.06	  0.01	50.1154999522259	62.9771418599994	 22.35	 22.37	 25.34	 24.49	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2757	21/02/2018	12:10:17	 5.186	225.703	 0.035	 8.450	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.114	 8.185	  0.06	  0.01	50.1081382415723	62.9678908399073	 22.35	 22.37	 25.32	 24.49	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2758	21/02/2018	12:10:19	 5.186	225.704	 0.034	 8.449	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.114	 8.184	  0.06	  0.01	50.1007765309187	62.9586398198735	 22.35	 22.37	 25.31	 24.49	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2759	21/02/2018	12:10:20	 5.186	225.705	 0.034	 8.448	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.184	  0.06	  0.01	50.10276078264	62.9611333098728	 22.35	 22.37	 25.32	 24.49	10.464	11.478	11.038	10.9933333333465	2.01066666666884	
2760	21/02/2018	12:10:21	 5.186	225.706	 0.032	 8.447	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.182	  0.06	  0.01	50.0880373615073	62.9426312699798	 22.35	 22.37	 25.33	 24.48	10.464	11.478	11.037	10.9930000000022	2.01100000001315	
2761	21/02/2018	12:10:23	 5.185	225.707	 0.029	 8.446	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.182	  0.06	  0.01	50.0880373615073	62.9426312699798	 22.35	 22.37	 25.33	 24.48	10.464	11.478	11.037	10.9930000000022	2.01100000001315	
2762	21/02/2018	12:10:24	 5.185	225.707	 0.027	 8.444	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.181	  0.06	  0.01	50.0806756509701	62.9333802500623	 22.35	 22.37	 25.34	 24.52	10.464	11.478	11.037	10.9930000000022	2.01100000001315	
2763	21/02/2018	12:10:26	 5.185	225.708	 0.027	 8.443	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.113	 8.181	  0.06	  0.01	50.0806756509701	62.9333802500623	 22.35	 22.37	 25.34	 24.51	10.464	11.478	11.037	10.9930000000022	2.01100000001315	
2764	21/02/2018	12:10:27	 5.185	225.708	 0.026	 8.442	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.180	  0.06	  0.01	50.0733139403164	62.9148782099946	 22.35	 22.38	 25.34	 24.49	10.464	11.478	11.037	10.9930000000022	2.01100000001315	
2765	21/02/2018	12:10:28	 5.185	225.709	 0.021	 8.442	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.179	  0.06	  0.01	50.065952229721	62.9148782099946	 22.35	 22.38	 25.34	 24.49	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2766	21/02/2018	12:10:30	 5.184	225.709	 0.022	 8.441	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.179	  0.06	  0.01	50.065952229721	62.9056271900772	 22.35	 22.38	 25.35	 24.49	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2767	21/02/2018	12:10:31	 5.184	225.710	 0.018	 8.441	143.492	 -0.38	 0.236	207.398	 -1.00	 0.202	193.076	 -3.00	 5.113	 8.178	  0.06	  0.01	50.0585905191838	62.9056271900772	 22.35	 22.38	 25.34	 24.49	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2768	21/02/2018	12:10:33	 5.185	225.710	 0.017	 8.440	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.113	 8.177	  0.06	  0.01	50.0512288085301	62.8963761699852	 22.35	 22.38	 25.34	 24.50	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2769	21/02/2018	12:10:34	 5.186	225.711	 0.026	 8.439	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.176	  0.06	  0.01	50.0458513495978	62.8896186400088	 22.35	 22.38	 25.34	 24.49	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2770	21/02/2018	12:10:36	 5.186	225.712	 0.027	 8.439	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.175	  0.06	  0.01	50.0384896390606	62.8803676200332	 22.35	 22.38	 25.34	 24.48	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2771	21/02/2018	12:10:37	 5.185	225.712	 0.027	 8.438	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.175	  0.06	  0.01	50.0384896390606	62.8803676200332	 22.35	 22.38	 25.34	 24.49	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2772	21/02/2018	12:10:38	 5.185	225.713	 0.024	 8.437	143.492	 -0.38	 0.236	207.398	 -1.00	 0.204	193.076	 -3.00	 5.112	 8.174	  0.06	  0.01	50.0311279284069	62.8711165999994	 22.35	 22.38	 25.35	 24.51	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2773	21/02/2018	12:10:40	 5.185	225.714	 0.025	 8.435	143.492	 -0.38	 0.236	207.398	 -1.00	 0.204	193.076	 -3.00	 5.112	 8.173	  0.06	  0.01	50.0237662177533	62.8618655799073	 22.35	 22.38	 25.35	 24.51	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2774	21/02/2018	12:10:41	 5.185	225.714	 0.025	 8.434	143.492	 -0.38	 0.236	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.172	  0.06	  0.01	50.0164045072743	62.8526145600481	 22.35	 22.38	 25.34	 24.52	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2775	21/02/2018	12:10:43	 5.185	225.715	 0.024	 8.433	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.172	  0.06	  0.01	50.0164045072743	62.8526145600481	 22.35	 22.38	 25.34	 24.52	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2776	21/02/2018	12:10:44	 5.184	225.715	 0.023	 8.433	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.112	 8.171	  0.06	  0.01	50.0090427966206	62.8433635400143	 22.35	 22.38	 25.34	 24.52	10.464	11.477	11.037	10.9926666666724	2.01133333334292	
2777	21/02/2018	12:10:45	 5.184	225.716	 0.022	 8.432	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.170	  0.06	  0.01	50.0036653376301	62.8366060099215	 22.35	 22.38	 25.35	 24.51	10.463	11.477	11.037	10.9923333333427	2.01166666667268	
2778	21/02/2018	12:10:47	 5.184	225.716	 0.018	 8.432	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.170	  0.06	  0.01	50.0036653376301	62.8366060099215	 22.35	 22.38	 25.34	 24.51	10.463	11.477	11.037	10.9923333333427	2.01166666667268	
2779	21/02/2018	12:10:48	 5.184	225.717	 0.019	 8.431	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.169	  0.06	  0.01	49.9963036270929	62.8273549899459	 22.35	 22.38	 25.34	 24.51	10.463	11.477	11.037	10.9926666666724	2.01133333334292	
2780	21/02/2018	12:10:50	 5.184	225.717	 0.020	 8.431	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.168	  0.06	  0.01	49.9889419164974	62.8181039699703	 22.35	 22.38	 25.34	 24.51	10.463	11.477	11.037	10.9923333333427	2.01166666667268	
2781	21/02/2018	12:10:51	 5.184	225.717	 0.017	 8.429	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.168	  0.06	  0.01	49.9889419164974	62.8181039699703	 22.35	 22.38	 25.34	 24.51	10.463	11.477	11.037	10.9923333333427	2.01166666667268	
2782	21/02/2018	12:10:53	 5.184	225.718	 0.015	 8.429	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.167	  0.06	  0.01	49.9815802059602	62.8088529500528	 22.35	 22.38	 25.34	 24.51	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2783	21/02/2018	12:10:54	 5.184	225.718	 0.015	 8.428	143.492	 -0.38	 0.237	207.398	 -1.00	 0.202	193.076	 -3.00	 5.111	 8.167	  0.06	  0.01	49.9815802059602	62.8088529500528	 22.35	 22.38	 25.33	 24.51	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2784	21/02/2018	12:10:56	 5.183	225.718	 0.014	 8.427	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.167	  0.06	  0.01	49.9815802059602	62.8088529500528	 22.35	 22.39	 25.32	 24.51	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2785	21/02/2018	12:10:57	 5.183	225.719	 0.013	 8.427	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.166	  0.06	  0.01	49.9742184953066	62.7996019299608	 22.35	 22.39	 25.31	 24.50	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2786	21/02/2018	12:10:58	 5.183	225.719	 0.013	 8.426	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.165	  0.06	  0.01	49.9668567846529	62.7903509098687	 22.35	 22.39	 25.33	 24.51	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2787	21/02/2018	12:11:00	 5.183	225.719	 0.014	 8.426	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.165	  0.06	  0.01	49.9594950741739	62.7810998900677	 22.35	 22.39	 25.33	 24.52	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2788	21/02/2018	12:11:01	 5.183	225.720	 0.015	 8.425	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.164	  0.06	  0.01	49.9594950741739	62.7810998900677	 22.35	 22.39	 25.33	 24.51	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2789	21/02/2018	12:11:03	 5.183	225.720	 0.013	 8.425	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.163	  0.06	  0.01	49.9521333635203	62.7718488699757	 22.35	 22.39	 25.33	 24.51	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2790	21/02/2018	12:11:04	 5.183	225.720	 0.014	 8.424	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.111	 8.162	  0.06	  0.01	49.9447716528666	62.7625978498836	 22.35	 22.39	 25.33	 24.51	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2791	21/02/2018	12:11:05	 5.183	225.721	 0.014	 8.423	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.111	 8.162	  0.06	  0.01	49.9447716528666	62.7625978498836	 22.35	 22.39	 25.33	 24.52	10.463	11.477	11.036	10.9920000000129	2.01200000000244	
2792	21/02/2018	12:11:07	 5.183	225.721	 0.014	 8.423	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.110	 8.161	  0.06	  0.01	49.9393941939343	62.7558403199073	 22.35	 22.39	 25.33	 24.51	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2793	21/02/2018	12:11:08	 5.183	225.722	 0.014	 8.422	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.160	  0.06	  0.01	49.9320324833971	62.7465892999899	 22.35	 22.39	 25.33	 24.50	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2794	21/02/2018	12:11:10	 5.183	225.722	 0.014	 8.422	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.160	  0.06	  0.01	49.9320324833971	62.7465892999899	 22.35	 22.39	 25.33	 24.48	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2795	21/02/2018	12:11:11	 5.183	225.722	 0.009	 8.422	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.160	  0.06	  0.01	49.9320324833971	62.7465892999899	 22.35	 22.39	 25.33	 24.49	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2796	21/02/2018	12:11:12	 5.183	225.722	 0.007	 8.421	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.159	  0.06	  0.01	49.9246707727434	62.7373382798978	 22.35	 22.39	 25.33	 24.50	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2797	21/02/2018	12:11:14	 5.183	225.722	 0.005	 8.420	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.158	  0.06	  0.01	49.9173090622062	62.7280872599222	 22.35	 22.39	 25.33	 24.51	10.463	11.476	11.036	10.9916666666832	2.01233333333221	
2798	21/02/2018	12:11:15	 5.183	225.722	 0.006	 8.419	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.158	  0.06	  0.01	49.9173090622062	62.7280872599222	 22.35	 22.39	 25.33	 24.52	10.462	11.476	11.036	10.9913333333243	2.01266666669108	
2799	21/02/2018	12:11:17	 5.183	225.722	 0.005	 8.419	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.158	  0.06	  0.01	49.9173090622062	62.7280872599222	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.036	10.9913333333243	2.01266666669108	
2800	21/02/2018	12:11:18	 5.183	225.722	 0.005	 8.418	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.110	 8.157	  0.06	  0.01	49.9099473516108	62.7188362400047	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.036	10.9913333333243	2.01266666669108	
2801	21/02/2018	12:11:19	 5.183	225.723	 0.006	 8.418	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.157	  0.06	  0.01	49.9119316033321	62.7213297300623	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.036	10.9913333333243	2.01266666669108	
2802	21/02/2018	12:11:21	 5.183	225.723	 0.008	 8.418	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.156	  0.06	  0.01	49.9045698927948	62.7120787100866	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2803	21/02/2018	12:11:22	 5.183	225.723	 0.011	 8.417	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.156	  0.06	  0.01	49.9045698927948	62.7120787100866	 22.35	 22.39	 25.32	 24.55	10.462	11.476	11.036	10.9909999999945	2.01300000002084	
2804	21/02/2018	12:11:24	 5.183	225.724	 0.014	 8.417	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.155	  0.06	  0.01	49.8972081821412	62.7028276899946	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2805	21/02/2018	12:11:25	 5.183	225.724	 0.011	 8.416	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.154	  0.06	  0.01	49.8898464714875	62.6935766699025	 22.35	 22.39	 25.33	 24.55	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2806	21/02/2018	12:11:27	 5.183	225.724	 0.009	 8.416	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.154	  0.06	  0.01	49.8898464714875	62.6935766699025	 22.35	 22.39	 25.32	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2807	21/02/2018	12:11:28	 5.183	225.724	 0.009	 8.415	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.154	  0.06	  0.01	49.8898464714875	62.6935766699025	 22.35	 22.39	 25.32	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2808	21/02/2018	12:11:29	 5.183	225.724	 0.006	 8.415	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.154	  0.06	  0.01	49.8898464714875	62.6843256501015	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2809	21/02/2018	12:11:31	 5.183	225.724	 0.005	 8.414	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.153	  0.06	  0.01	49.8824847610085	62.6843256501015	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2810	21/02/2018	12:11:32	 5.183	225.724	 0.004	 8.414	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.153	  0.06	  0.01	49.8824847610085	62.6750746300095	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2811	21/02/2018	12:11:33	 5.183	225.725	 0.004	 8.413	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.152	  0.06	  0.01	49.8751230503549	62.6750746300095	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2812	21/02/2018	12:11:35	 5.183	225.725	 0.005	 8.412	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.151	  0.06	  0.01	49.8677613397012	62.6658236099756	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2813	21/02/2018	12:11:36	 5.183	225.725	 0.005	 8.411	143.492	 -0.38	 0.237	207.398	 -1.00	 0.202	193.076	 -3.00	 5.109	 8.151	  0.06	  0.01	49.8677613397012	62.6658236099756	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2814	21/02/2018	12:11:38	 5.183	225.725	 0.006	 8.411	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.150	  0.06	  0.01	49.860399629164	62.65657259	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2815	21/02/2018	12:11:39	 5.183	225.725	 0.005	 8.410	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.150	  0.06	  0.01	49.860399629164	62.65657259	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2816	21/02/2018	12:11:41	 5.183	225.725	 0.005	 8.410	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.150	  0.06	  0.01	49.860399629164	62.65657259	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2817	21/02/2018	12:11:42	 5.182	225.725	 0.005	 8.410	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.149	  0.06	  0.01	49.8530379185686	62.6473215700244	 22.35	 22.39	 25.33	 24.55	10.461	11.476	11.035	10.9906666666648	2.0133333333506	
2818	21/02/2018	12:11:43	 5.183	225.726	 0.005	 8.409	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.148	  0.06	  0.01	49.8456762079149	62.6380705499905	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2819	21/02/2018	12:11:45	 5.183	225.726	 0.005	 8.409	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.148	  0.06	  0.01	49.8456762079149	62.6380705499905	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2820	21/02/2018	12:11:46	 5.183	225.726	 0.004	 8.409	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.148	  0.06	  0.01	49.8456762079149	62.6380705499905	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2821	21/02/2018	12:11:48	 5.183	225.726	 0.004	 8.407	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.147	  0.06	  0.01	49.8383144973777	62.6288195300149	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2822	21/02/2018	12:11:49	 5.183	225.726	 0.005	 8.407	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.147	  0.06	  0.01	49.8383144973777	62.6288195300149	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2823	21/02/2018	12:11:50	 5.183	225.726	 0.005	 8.407	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.146	  0.06	  0.01	49.8309527867241	62.6195685099228	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2824	21/02/2018	12:11:52	 5.183	225.726	 0.005	 8.407	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.146	  0.06	  0.01	49.8309527867241	62.6195685099228	 22.35	 22.39	 25.33	 24.53	10.461	11.476	11.035	10.9906666666648	2.0133333333506	
2825	21/02/2018	12:11:53	 5.183	225.726	 0.005	 8.406	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.145	  0.06	  0.01	49.8235910761869	62.6103174900054	 22.35	 22.39	 25.33	 24.54	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2826	21/02/2018	12:11:55	 5.183	225.727	 0.005	 8.406	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.145	  0.06	  0.01	49.8235910761869	62.6010664700298	 22.35	 22.39	 25.33	 24.53	10.462	11.476	11.035	10.9909999999945	2.01300000002084	
2827	21/02/2018	12:11:56	 5.183	225.727	 0.005	 8.406	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.144	  0.06	  0.01	49.8162293655914	62.6010664700298	 22.35	 22.39	 25.33	 24.54	10.461	11.475	11.035	10.990333333335	2.01366666668036	
2828	21/02/2018	12:11:58	 5.183	225.727	 0.005	 8.405	143.492	 -0.38	 0.237	207.398	 -1.00	 0.204	193.076	 -3.00	 5.109	 8.143	  0.06	  0.01	49.8088676549378	62.5918154499377	 22.35	 22.39	 25.33	 24.53	10.461	11.476	11.035	10.9906666666648	2.0133333333506	
2829	21/02/2018	12:11:59	 5.183	225.727	 0.005	 8.405	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.143	  0.06	  0.01	49.8088676549378	62.5918154499377	 22.35	 22.39	 25.33	 24.53	10.461	11.476	11.034	10.990333333335	2.01366666668036	
2830	21/02/2018	12:12:00	 5.183	225.727	 0.005	 8.404	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.143	  0.06	  0.01	49.8088676549378	62.5918154499377	 22.35	 22.39	 25.33	 24.53	10.461	11.475	11.035	10.990333333335	2.01366666668036	
2831	21/02/2018	12:12:02	 5.183	225.727	 0.004	 8.404	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.143	  0.06	  0.01	49.8088676549378	62.5918154499377	 22.35	 22.39	 25.33	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
2832	21/02/2018	12:12:03	 5.183	225.727	 0.004	 8.404	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.143	  0.06	  0.01	49.8088676549378	62.5918154499377	 22.35	 22.39	 25.33	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
2833	21/02/2018	12:12:05	 5.183	225.727	 0.005	 8.403	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.142	  0.06	  0.01	49.801505944517	62.5825644301367	 22.35	 22.39	 25.32	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
2834	21/02/2018	12:12:06	 5.183	225.728	 0.005	 8.403	143.492	 -0.38	 0.237	207.398	 -1.00	 0.203	193.076	 -3.00	 5.109	 8.142	  0.06	  0.01	49.801505944517	62.5825644301367	 22.35	 22.39	 25.32	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
2835	21/02/2018	12:12:07	 5.183	225.728	 0.005	 8.402	143.492	 -0.38	 0.237	207.398	 -1.00	 0.202	193.076	 -3.00	 5.109	 8.142	  0.06	  0.01	49.801505944517	62.5825644301367	 22.35	 22.39	 25.32	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
2836	21/02/2018	12:12:09	 5.182	225.728	 0.004	 8.402	143.492	 -0.38	 0.237	207.398	 -1.00	 0.202	193.076	 -3.00	 5.109	 8.141	  0.06	  0.01	49.7941442338633	62.5733134100446	 22.35	 22.39	 25.32	 24.53	10.461	11.475	11.034	10.9900000000052	2.01400000001013	
