Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
303	31/03/2017	12:14:13	 4.957	176.820	-0.305	 2.143	196.139	   0.0	 0.950	170.384	 -0.49	 0.198	146.841	 -1.47	 4.806	 2.022	  0.88	  0.90	5.34906536480412	6.72184950002702	 23.65	 23.57	 26.67	 25.89	13.672	13.312	13.000	13.3283333333529	0.0436666666646488	
304	31/03/2017	12:14:15	 4.957	176.812	-0.298	 2.140	196.139	   0.0	 0.951	170.373	 -0.47	 0.198	146.841	 -1.47	 4.807	 2.022	  0.88	  0.90	5.34708111314103	6.71935601002042	 23.65	 23.58	 26.65	 25.89	13.673	13.312	13.000	13.3283333333529	0.0436666666646488	
305	31/03/2017	12:14:18	 4.958	176.798	-0.294	 2.142	196.139	   0.0	 0.953	170.352	 -0.46	 0.198	146.841	 -1.47	 4.808	 2.021	  0.88	  0.90	5.33773515088251	6.70761150000908	 23.65	 23.58	 26.66	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
306	31/03/2017	12:14:20	 4.959	176.791	-0.291	 2.143	196.139	   0.0	 0.955	170.341	 -0.44	 0.198	146.841	 -1.47	 4.808	 2.021	  0.89	  0.90	5.33773515088251	6.70511801000248	 23.65	 23.58	 26.67	 25.89	13.673	13.312	13.000	13.3283333333529	0.0436666666646488	
307	31/03/2017	12:14:22	 4.959	176.778	-0.283	 2.132	196.139	   0.0	 0.957	170.321	 -0.42	 0.198	146.841	 -1.47	 4.810	 2.021	  0.89	  0.91	5.33376664757088	6.70262452000316	 23.65	 23.58	 26.69	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
308	31/03/2017	12:14:24	 4.960	176.771	-0.281	 2.140	196.139	   0.0	 0.958	170.311	 -0.39	 0.198	146.841	 -1.47	 4.810	 2.020	  0.89	  0.91	5.32640493699	6.69337350002024	 23.65	 23.58	 26.69	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
309	31/03/2017	12:14:26	 4.960	176.763	-0.281	 2.138	196.139	   0.0	 0.960	170.301	 -0.39	 0.198	146.841	 -1.47	 4.811	 2.019	  0.89	  0.91	5.31705897471693	6.68162898999435	 23.65	 23.58	 26.65	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
310	31/03/2017	12:14:28	 4.961	176.750	-0.271	 2.133	196.139	   0.0	 0.962	170.283	 -0.36	 0.198	146.841	 -1.47	 4.812	 2.019	  0.89	  0.91	5.31507472308294	6.67913550001686	 23.65	 23.58	 26.65	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
311	31/03/2017	12:14:31	 4.961	176.743	-0.268	 2.137	196.139	   0.0	 0.963	170.274	 -0.34	 0.198	146.841	 -1.47	 4.812	 2.019	  0.89	  0.91	5.31507472308294	6.67913550001686	 23.65	 23.58	 26.65	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
312	31/03/2017	12:14:33	 4.962	176.730	-0.263	 2.130	196.139	   0.0	 0.964	170.259	 -0.32	 0.198	146.841	 -1.47	 4.813	 2.018	  0.89	  0.91	5.30572876080987	6.66739098999096	 23.65	 23.58	 26.67	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
313	31/03/2017	12:14:35	 4.962	176.724	-0.262	 2.141	196.139	   0.0	 0.965	170.251	 -0.31	 0.198	146.841	 -1.47	 4.814	 2.017	  0.89	  0.91	5.29638279858045	6.65564648000873	 23.65	 23.58	 26.65	 25.90	13.672	13.313	13.000	13.3283333333529	0.0433333333348855	
314	31/03/2017	12:14:37	 4.963	176.711	-0.260	 2.137	196.139	   0.0	 0.966	170.236	 -0.31	 0.198	146.841	 -1.47	 4.815	 2.017	  0.90	  0.92	5.29439854691736	6.65315298999485	 23.65	 23.58	 26.67	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
315	31/03/2017	12:14:39	 4.963	176.705	-0.250	 2.132	196.139	   0.0	 0.967	170.228	 -0.29	 0.198	146.841	 -1.47	 4.815	 2.016	  0.90	  0.92	5.28703683630738	6.64390196998284	 23.65	 23.58	 26.66	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
316	31/03/2017	12:14:41	 4.964	176.693	-0.246	 2.130	196.139	   0.0	 0.969	170.215	 -0.28	 0.198	146.841	 -1.47	 4.816	 2.016	  0.90	  0.92	5.28505258465884	6.64140847999079	 23.66	 23.58	 26.65	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
317	31/03/2017	12:14:44	 4.964	176.686	-0.243	 2.128	196.139	   0.0	 0.970	170.208	 -0.26	 0.198	146.841	 -1.47	 4.816	 2.016	  0.90	  0.92	5.28505258465884	6.64140847999079	 23.66	 23.58	 26.66	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
318	31/03/2017	12:14:46	 4.964	176.680	-0.243	 2.130	196.139	   0.0	 0.972	170.202	 -0.25	 0.198	146.841	 -1.47	 4.817	 2.015	  0.90	  0.92	5.27570662241487	6.629663969994	 23.66	 23.58	 26.66	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
319	31/03/2017	12:14:48	 4.965	176.668	-0.238	 2.126	196.139	   0.0	 0.972	170.189	 -0.24	 0.198	146.841	 -1.47	 4.818	 2.014	  0.90	  0.92	5.2663606601709	6.61791945999721	 23.66	 23.58	 26.65	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
320	31/03/2017	12:14:50	 4.965	176.662	-0.235	 2.132	196.137	  -0.5	 0.973	170.183	 -0.22	 0.198	146.841	 -1.47	 4.818	 2.016	  0.90	  0.92	5.28108408135449	6.64567252001143	 23.66	 23.58	 26.65	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
321	31/03/2017	12:14:52	 4.966	176.655	-0.233	 2.152	196.118	   0.0	 0.976	170.177	 -0.22	 0.198	146.841	 -1.47	 4.819	 2.026	  0.91	  0.93	5.35271693564573	6.72643821001111	 23.66	 23.58	 26.65	 25.89	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
322	31/03/2017	12:14:54	 4.966	176.643	-0.232	 2.152	196.118	   0.0	 0.977	170.167	 -0.20	 0.198	146.841	 -1.47	 4.820	 2.027	  0.91	  0.93	5.3580943945708	6.73319574000197	 23.66	 23.58	 26.65	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
323	31/03/2017	12:14:57	 4.966	176.637	-0.230	 2.152	196.118	   0.0	 0.977	170.162	 -0.18	 0.198	146.841	 -1.47	 4.820	 2.027	  0.91	  0.93	5.3580943945708	6.73319574000197	 23.66	 23.58	 26.64	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
324	31/03/2017	12:14:59	 4.967	176.626	-0.224	 2.149	196.118	   0.0	 0.978	170.153	 -0.17	 0.198	146.841	 -1.47	 4.821	 2.027	  0.91	  0.93	5.35611014290771	6.7307022499881	 23.66	 23.58	 26.64	 25.91	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
325	31/03/2017	12:15:01	 4.967	176.621	-0.220	 2.149	196.118	   0.0	 0.979	170.149	 -0.17	 0.198	146.841	 -1.47	 4.821	 2.027	  0.91	  0.93	5.35611014290771	6.7307022499881	 23.66	 23.58	 26.64	 25.91	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
326	31/03/2017	12:15:03	 4.968	176.610	-0.218	 2.147	196.118	   0.0	 0.980	170.141	 -0.16	 0.198	146.841	 -1.47	 4.822	 2.027	  0.91	  0.93	5.35412589125917	6.72820875999605	 23.66	 23.58	 26.64	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
327	31/03/2017	12:15:05	 4.968	176.604	-0.213	 2.145	196.118	   0.0	 0.980	170.137	 -0.15	 0.198	146.841	 -1.47	 4.823	 2.026	  0.91	  0.93	5.34477992903703	6.71646425002837	 23.66	 23.58	 26.64	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
328	31/03/2017	12:15:08	 4.968	176.594	-0.213	 2.145	196.118	   0.0	 0.981	170.131	 -0.14	 0.198	146.841	 -1.47	 4.823	 2.026	  0.91	  0.93	5.34477992903703	6.71646425002837	 23.66	 23.58	 26.64	 25.90	13.671	13.313	13.000	13.3279999999941	0.0436666666646488	
329	31/03/2017	12:15:10	 4.969	176.589	-0.209	 2.144	196.118	   0.0	 0.981	170.127	 -0.14	 0.197	146.841	 -1.47	 4.823	 2.026	  0.91	  0.93	5.34477992903703	6.71646425002837	 23.66	 23.58	 26.64	 25.90	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
330	31/03/2017	12:15:12	 4.969	176.579	-0.210	 2.143	196.118	   0.0	 0.982	170.121	 -0.13	 0.197	146.841	 -1.47	 4.824	 2.025	  0.91	  0.93	5.33543396677123	6.70471974000247	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
331	31/03/2017	12:15:14	 4.969	176.574	-0.205	 2.143	196.118	   0.0	 0.982	170.118	 -0.12	 0.197	146.841	 -1.47	 4.824	 2.025	  0.91	  0.93	5.33344971511542	6.70222625001043	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
332	31/03/2017	12:15:16	 4.970	176.564	-0.202	 2.143	196.118	   0.0	 0.983	170.112	 -0.12	 0.197	146.841	 -1.47	 4.825	 2.024	  0.91	  0.93	5.32608800453454	6.69297523002024	 23.66	 23.58	 26.64	 25.91	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
333	31/03/2017	12:15:18	 4.970	176.559	-0.202	 2.141	196.118	   0.0	 0.984	170.109	 -0.11	 0.197	146.841	 -1.47	 4.825	 2.024	  0.91	  0.93	5.32608800453454	6.69297523002024	 23.66	 23.58	 26.65	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
334	31/03/2017	12:15:21	 4.970	176.553	-0.201	 2.141	196.118	   0.0	 0.985	170.107	 -0.10	 0.197	146.841	 -1.47	 4.826	 2.023	  0.91	  0.93	5.31674204226874	6.68123072000162	 23.66	 23.58	 26.65	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
335	31/03/2017	12:15:23	 4.971	176.544	-0.196	 2.140	196.118	   0.0	 0.985	170.102	 -0.09	 0.197	146.841	 -1.47	 4.826	 2.022	  0.91	  0.93	5.30938033168786	6.67197970001143	 23.66	 23.58	 26.65	 25.89	13.673	13.313	13.000	13.3286666666827	0.0433333333348855	
336	31/03/2017	12:15:25	 4.971	176.539	-0.194	 2.141	196.118	   0.0	 0.985	170.100	 -0.08	 0.198	146.841	 -1.47	 4.827	 2.021	  0.92	  0.93	5.30003436942934	6.66023519000737	 23.66	 23.58	 26.64	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
337	31/03/2017	12:15:27	 4.971	176.529	-0.193	 2.140	196.118	   0.0	 0.986	170.096	 -0.08	 0.198	146.841	 -1.47	 4.827	 2.021	  0.92	  0.94	5.30003436942934	6.66023519000737	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
338	31/03/2017	12:15:29	 4.971	176.525	-0.186	 2.139	196.118	   0.0	 0.986	170.094	 -0.08	 0.198	146.841	 -1.47	 4.827	 2.021	  0.92	  0.94	5.30003436942934	6.66023519000737	 23.66	 23.58	 26.64	 25.91	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
339	31/03/2017	12:15:31	 4.971	176.516	-0.186	 2.139	196.118	   0.0	 0.987	170.090	 -0.08	 0.197	146.841	 -1.47	 4.827	 2.020	  0.92	  0.94	5.29267265884846	6.65098417001718	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
340	31/03/2017	12:15:33	 4.971	176.511	-0.185	 2.139	196.118	   0.0	 0.987	170.088	 -0.07	 0.197	146.841	 -1.47	 4.827	 2.019	  0.92	  0.94	5.28531094824575	6.64173315000517	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
341	31/03/2017	12:15:36	 4.972	176.502	-0.184	 2.137	196.118	   0.0	 0.988	170.085	 -0.06	 0.197	146.841	 -1.47	 4.828	 2.019	  0.92	  0.94	5.28332669658266	6.63923965999129	 23.66	 23.58	 26.64	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
342	31/03/2017	12:15:38	 4.972	176.498	-0.183	 2.137	196.118	   0.0	 0.988	170.083	 -0.06	 0.197	146.841	 -1.47	 4.828	 2.019	  0.92	  0.94	5.28332669658266	6.63923965999129	 23.66	 23.58	 26.64	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
343	31/03/2017	12:15:40	 4.973	176.489	-0.181	 2.136	196.117	  -0.5	 0.988	170.081	 -0.05	 0.197	146.841	 -1.47	 4.828	 2.018	  0.92	  0.94	5.27596498597995	6.62998863997927	 23.66	 23.58	 26.64	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
344	31/03/2017	12:15:42	 4.973	176.484	-0.177	 2.141	196.103	  -0.5	 0.989	170.079	 -0.05	 0.197	146.841	 -1.47	 4.828	 2.031	  0.92	  0.94	5.37166722369875	6.75025189998996	 23.66	 23.58	 26.67	 25.91	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
345	31/03/2017	12:15:44	 4.973	176.480	-0.178	 2.154	196.095	  -0.2	 0.989	170.078	 -0.05	 0.197	146.841	 -1.47	 4.828	 2.034	  0.92	  0.94	5.39375235548505	6.77800495999691	 23.66	 23.58	 26.67	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
346	31/03/2017	12:15:46	 4.973	176.470	-0.177	 2.158	196.090	  -0.2	 0.989	170.075	 -0.05	 0.197	146.841	 -1.47	 4.829	 2.037	  0.92	  0.94	5.41385323561553	6.80326453000453	 23.66	 23.58	 26.65	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
347	31/03/2017	12:15:48	 4.973	176.466	-0.175	 2.161	196.082	  -0.1	 0.989	170.074	 -0.05	 0.197	146.841	 -1.47	 4.829	 2.041	  0.92	  0.94	5.44330007800454	6.83777512001689	 23.66	 23.58	 26.67	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
348	31/03/2017	12:15:51	 4.973	176.461	-0.173	 2.163	196.080	  -0.0	 0.989	170.073	 -0.04	 0.197	146.841	 -1.47	 4.830	 2.042	  0.92	  0.94	5.44867753692233	6.84702614000707	 23.66	 23.58	 26.67	 25.91	13.671	13.312	13.000	13.3279999999941	0.0440000000235159	
349	31/03/2017	12:15:53	 4.974	176.452	-0.173	 2.163	196.078	  -0.0	 0.989	170.071	 -0.04	 0.197	146.841	 -1.47	 4.830	 2.042	  0.92	  0.94	5.44867753692233	6.84702614000707	 23.66	 23.58	 26.65	 25.91	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
350	31/03/2017	12:15:55	 4.974	176.448	-0.173	 2.163	196.077	  -0.0	 0.989	170.070	 -0.03	 0.197	146.841	 -1.47	 4.830	 2.042	  0.92	  0.94	5.44867753692233	6.84702614000707	 23.66	 23.58	 26.65	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
351	31/03/2017	12:15:57	 4.974	176.443	-0.170	 2.163	196.077	  -0.0	 0.989	170.068	 -0.03	 0.197	146.841	 -1.47	 4.830	 2.043	  0.92	  0.94	5.45603924753232	6.85627716001909	 23.66	 23.58	 26.64	 25.91	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
352	31/03/2017	12:15:59	 4.974	176.434	-0.170	 2.163	196.084	   0.4	 0.990	170.067	 -0.03	 0.197	146.841	 -1.47	 4.831	 2.041	  0.92	  0.94	5.43933157469291	6.83528163002484	 23.67	 23.58	 26.67	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
353	31/03/2017	12:16:01	 4.975	176.430	-0.169	 2.156	196.093	   0.3	 0.990	170.066	 -0.03	 0.197	146.841	 -1.47	 4.831	 2.031	  0.92	  0.94	5.36571446873859	6.74277142999927	 23.67	 23.58	 26.66	 25.91	13.672	13.313	13.000	13.3283333333529	0.0440000000235159	
354	31/03/2017	12:16:04	 4.975	176.421	-0.168	 2.146	196.101	   0.0	 0.990	170.064	 -0.03	 0.197	146.841	 -1.47	 4.832	 2.026	  0.92	  0.94	5.32692166412744	6.69402284000535	 23.67	 23.58	 26.65	 25.91	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
355	31/03/2017	12:16:06	 4.975	176.416	-0.168	 2.145	196.101	   0.0	 0.991	170.063	 -0.03	 0.197	146.841	 -1.47	 4.832	 2.025	  0.92	  0.94	5.31955995351746	6.68477181999333	 23.67	 23.58	 26.65	 25.90	13.671	13.312	13.000	13.3276666666643	0.0439999999944121	
356	31/03/2017	12:16:08	 4.975	176.412	-0.168	 2.144	196.101	   0.0	 0.991	170.062	 -0.03	 0.197	146.841	 -1.47	 4.833	 2.024	  0.92	  0.94	5.31021399128804	6.67302731001109	 23.67	 23.58	 26.64	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
357	31/03/2017	12:16:10	 4.975	176.404	-0.163	 2.144	196.101	   0.0	 0.991	170.061	 -0.02	 0.197	146.841	 -1.47	 4.833	 2.023	  0.92	  0.94	5.30285228068533	6.66377628999908	 23.67	 23.58	 26.64	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
358	31/03/2017	12:16:12	 4.976	176.400	-0.162	 2.143	196.101	   0.0	 0.991	170.060	 -0.02	 0.197	146.841	 -1.47	 4.833	 2.023	  0.92	  0.94	5.30285228068533	6.66377628999908	 23.67	 23.58	 26.64	 25.91	13.672	13.312	13.000	13.3280000000232	0.0443333333532792	
359	31/03/2017	12:16:15	 4.976	176.392	-0.162	 2.142	196.101	   0.0	 0.991	170.059	 -0.02	 0.197	146.841	 -1.47	 4.833	 2.022	  0.92	  0.94	5.29549057010445	6.65452527001617	 23.67	 23.58	 26.63	 25.90	13.671	13.312	13.000	13.3276666666643	0.0440000000235159	
360	31/03/2017	12:16:17	 4.976	176.388	-0.160	 2.142	196.101	   0.0	 0.991	170.059	 -0.02	 0.197	146.841	 -1.47	 4.833	 2.022	  0.92	  0.94	5.29549057010445	6.64527425000415	 23.67	 23.58	 26.63	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
361	31/03/2017	12:16:19	 4.976	176.380	-0.157	 2.142	196.101	   0.0	 0.991	170.058	 -0.02	 0.197	146.841	 -1.47	 4.833	 2.021	  0.92	  0.94	5.28812885949446	6.64527425000415	 23.67	 23.58	 26.65	 25.89	13.672	13.312	13.000	13.3280000000232	0.0443333333532792	
362	31/03/2017	12:16:21	 4.976	176.377	-0.157	 2.141	196.101	   0.0	 0.991	170.057	 -0.02	 0.197	146.841	 -1.47	 4.834	 2.021	  0.92	  0.94	5.28614460783137	6.64278075999027	 23.67	 23.58	 26.65	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
363	31/03/2017	12:16:23	 4.977	176.369	-0.155	 2.140	196.101	   0.0	 0.991	170.056	 -0.02	 0.197	146.841	 -1.47	 4.834	 2.021	  0.92	  0.94	5.28614460783137	6.64278075999027	 23.67	 23.58	 26.66	 25.90	13.671	13.312	12.999	13.3273333333345	0.0446666666830424	
364	31/03/2017	12:16:25	 4.977	176.365	-0.153	 2.140	196.101	   0.0	 0.992	170.055	 -0.02	 0.197	146.841	 -1.47	 4.835	 2.020	  0.92	  0.94	5.27679864560923	6.63103625002259	 23.67	 23.58	 26.66	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
365	31/03/2017	12:16:28	 4.977	176.357	-0.152	 2.140	196.094	  -0.1	 0.992	170.054	 -0.02	 0.197	146.841	 -1.47	 4.835	 2.020	  0.92	  0.94	5.27679864560923	6.63103625002259	 23.67	 23.58	 26.63	 25.90	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
366	31/03/2017	12:16:30	 4.977	176.353	-0.153	 2.142	196.089	  -0.1	 0.992	170.054	 -0.02	 0.197	146.841	 -1.47	 4.835	 2.025	  0.92	  0.94	5.31360719856457	6.67729135000991	 23.67	 23.58	 26.63	 25.89	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
367	31/03/2017	12:16:32	 4.977	176.349	-0.152	 2.145	196.086	   0.0	 0.992	170.053	 -0.02	 0.197	146.841	 -1.47	 4.835	 2.025	  0.92	  0.94	5.31360719856457	6.67729135000991	 23.67	 23.58	 26.63	 25.89	13.672	13.313	13.000	13.3279999999941	0.0440000000235159	
368	31/03/2017	12:16:34	 4.977	176.341	-0.153	 2.145	196.086	   0.0	 0.992	170.052	 -0.02	 0.197	146.841	 -1.47	 4.835	 2.026	  0.92	  0.94	5.32096890916728	6.68654237002193	 23.67	 23.58	 26.66	 25.89	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
369	31/03/2017	12:16:36	 4.977	176.338	-0.148	 2.145	196.086	   0.0	 0.992	170.052	 -0.01	 0.197	146.841	 -1.47	 4.835	 2.026	  0.92	  0.94	5.32096890916728	6.68654237002193	 23.67	 23.58	 26.66	 25.89	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
370	31/03/2017	12:16:38	 4.978	176.330	-0.148	 2.145	196.086	   0.0	 0.992	170.051	 -0.01	 0.197	146.841	 -1.47	 4.836	 2.026	  0.92	  0.94	5.31898465750419	6.68404888000805	 23.67	 23.58	 26.66	 25.89	13.671	13.312	13.000	13.3280000000232	0.0439999999944121	
371	31/03/2017	12:16:41	 4.978	176.327	-0.149	 2.145	196.086	   0.0	 0.992	170.050	 -0.01	 0.197	146.841	 -1.47	 4.836	 2.026	  0.92	  0.94	5.31898465750419	6.68404888000805	 23.67	 23.58	 26.66	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
372	31/03/2017	12:16:44	 4.978	176.318	-0.138	 2.145	196.086	   0.0	 0.993	170.050	 -0.00	 0.197	146.841	 -1.47	 4.837	 2.026	  0.92	  0.94	5.31700040585565	6.681555390016	 23.67	 23.58	 26.65	 25.89	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
373	31/03/2017	12:16:48	 4.978	176.308	-0.137	 2.144	196.086	   0.0	 0.993	170.049	 -0.00	 0.197	146.841	 -1.47	 4.837	 2.025	  0.92	  0.94	5.30963869524567	6.67230437000399	 23.67	 23.58	 26.66	 25.90	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
374	31/03/2017	12:16:51	 4.979	176.303	-0.138	 2.144	196.086	   0.0	 0.993	170.049	 -0.00	 0.197	146.841	 -1.47	 4.837	 2.024	  0.92	  0.94	5.30227698466479	6.6630533500138	 23.67	 23.58	 26.66	 25.89	13.672	13.313	13.000	13.3283333333529	0.0439999999944121	
375	31/03/2017	12:16:54	 4.979	176.295	-0.138	 2.143	196.086	   0.0	 0.993	170.049	 -0.00	 0.197	146.841	 -1.47	 4.837	 2.023	  0.92	  0.94	5.29491527406208	6.65380233000178	 23.67	 23.58	 26.65	 25.89	13.671	13.312	13.000	13.3280000000232	0.0439999999944121	
376	31/03/2017	12:16:57	 4.979	176.290	-0.138	 2.142	196.086	   0.0	 0.993	170.048	 -0.00	 0.197	146.841	 -1.47	 4.837	 2.023	  0.92	  0.94	5.29491527406208	6.65380233000178	 23.67	 23.58	 26.66	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
377	31/03/2017	12:16:58	 5.004	176.262	-0.584	 2.141	196.086	   0.0	 0.993	170.048	 -0.00	 0.197	146.841	 -1.47	 4.841	 2.023	  0.92	  0.94	5.2869782674461	6.63884138999856	 23.67	 23.58	 26.65	 25.89	13.672	13.312	13.000	13.3280000000232	0.0439999999944121	
378	31/03/2017	12:17:00	 5.155	176.172	-2.987	 2.141	196.084	  -0.2	 0.993	170.048	 -0.00	 0.197	146.841	 -1.47	 4.861	 2.023	  0.92	  0.94	5.24729323433712	6.59395857000345	 23.67	 23.58	 26.65	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
379	31/03/2017	12:17:02	 5.242	176.012	-4.341	 2.142	196.078	  -0.3	 0.993	170.048	 -0.00	 0.197	146.841	 -1.47	 4.879	 2.028	  0.92	  0.94	5.24838525748783	6.59533084997383	 23.67	 23.58	 26.66	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
380	31/03/2017	12:17:04	 5.343	175.794	-3.550	 2.158	196.069	  -0.4	 0.993	170.047	 -0.00	 0.197	146.841	 -1.47	 4.897	 2.039	  0.92	  0.94	5.29364754426933	6.65220925003086	 23.67	 23.58	 26.66	 25.89	13.672	13.313	13.000	13.3286666666827	0.0433333333348855	
381	31/03/2017	12:17:05	 5.290	175.700	-3.724	 2.168	196.051	  -0.3	 0.993	170.047	 -0.00	 0.197	146.841	 -1.47	 4.912	 2.047	  0.92	  0.94	5.32617066145758	6.69307910001226	 23.67	 23.58	 26.66	 25.89	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
382	31/03/2017	12:17:07	 5.339	175.578	-4.863	 2.173	196.044	  -0.2	 0.993	170.047	 -0.00	 0.197	146.841	 -1.47	 4.930	 2.056	  0.92	  0.94	5.35331631969893	6.72719141998823	 23.67	 23.58	 26.67	 25.89	13.671	13.313	13.000	13.3279999999941	0.0440000000235159	
383	31/03/2017	12:17:09	 5.390	175.465	-4.535	 2.181	196.038	  -0.2	 0.993	170.047	 -0.00	 0.197	146.841	 -1.47	 4.947	 2.062	  0.92	  0.94	5.36714751239197	6.74457224997604	 23.67	 23.58	 26.67	 25.89	13.671	13.312	13.000	13.3276666666643	0.0443333333532792	
384	31/03/2017	12:17:10	 5.329	175.366	-4.422	 2.190	196.032	  -0.2	 0.993	170.047	 -0.00	 0.197	146.841	 -1.47	 4.967	 2.068	  0.92	  0.94	5.36823953557905	6.74594452999736	 23.67	 23.58	 26.67	 25.90	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
385	31/03/2017	12:17:12	 5.504	175.224	-5.515	 2.195	196.019	  -0.3	 0.993	170.046	 -0.00	 0.197	146.841	 -1.47	 4.981	 2.073	  0.92	  0.94	5.37867752102466	6.75906132002274	 23.67	 23.58	 26.67	 25.89	13.672	13.313	13.000	13.3283333333529	0.0436666666646488	
386	31/03/2017	12:17:14	 5.348	175.151	-3.905	 2.200	196.011	  -0.3	 0.993	170.046	 -0.00	 0.197	146.841	 -1.47	 5.000	 2.081	  0.92	  0.94	5.38854021040606	6.77145517000463	 23.67	 23.58	 26.67	 25.89	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
387	31/03/2017	12:17:16	 5.386	174.919	-4.921	 2.205	196.003	  -0.3	 0.993	170.046	 -0.00	 0.197	146.841	 -1.47	 5.022	 2.090	  0.92	  0.94	5.42106332761614	6.81232502001512	 23.67	 23.58	 26.67	 25.89	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
